ID,sex,age,region,politica,region_custom,age_gen,z1,z2
347,Masculino,39,Metropolitana de Santiago,7,Capital City,Generation X,0.869261,0.40135655
348,Masculino,38,Valparaíso,6,Region,Millennial,0.3752563,0.39024025
349,Masculino,34,Metropolitana de Santiago,3,Capital City,Millennial,0.37771097,0.297176
350,Femenino,55,Metropolitana de Santiago,2,Capital City,Baby Boomer,0.17680652,0.28600544
351,Masculino,39,Los Ríos,3,Region,Generation X,0.26675984,0.42012155
352,Masculino,42,Aysén,2,Region,Generation X,0.41371757,0.3422975
353,Masculino,24,Metropolitana de Santiago,2,Capital City,Generation Z,0.2815491,0.32219434
354,Masculino,37,O'Higgins,7,Region,Millennial,0.49943322,0.4311202
355,Femenino,33,Metropolitana de Santiago,3,Capital City,Millennial,0.42080644,0.28294918
356,Femenino,40,Metropolitana de Santiago,3,Capital City,Generation X,0.37987462,0.22613749
357,Femenino,37,Metropolitana de Santiago,1,Capital City,Millennial,0.2711915,0.24627635
358,Masculino,30,Metropolitana de Santiago,6,Capital City,Millennial,0.8240884,0.54783285
359,Masculino,32,Metropolitana de Santiago,8,Capital City,Millennial,0.83497983,0.3275452
360,Masculino,26,Metropolitana de Santiago,7,Capital City,Millennial,0.89970386,0.30851468
361,Femenino,34,Maule,3,Region,Millennial,0.47888154,0.23881485
362,Femenino,35,Metropolitana de Santiago,1,Capital City,Millennial,0.5619879,0.33978668
363,Masculino,38,Los Lagos,7,Region,Millennial,0.32944304,0.16232054
364,Femenino,37,Metropolitana de Santiago,3,Capital City,Millennial,0.23461652,0.34896687
365,Femenino,25,Metropolitana de Santiago,8,Capital City,Generation Z,0.8252517,0.41836774
366,Masculino,53,Metropolitana de Santiago,2,Capital City,Baby Boomer,0.29561356,0.65573674
367,Masculino,41,Valparaíso,2,Region,Generation X,0.3794364,0.24688618
368,Masculino,29,Metropolitana de Santiago,4,Capital City,Millennial,0.3609246,0.34992832
369,Masculino,41,Metropolitana de Santiago,3,Capital City,Generation X,0.24312577,0.65642405
370,Masculino,34,Metropolitana de Santiago,6,Capital City,Millennial,0.26713726,0.41674778
371,Masculino,57,Metropolitana de Santiago,8,Capital City,Baby Boomer,0.57935685,0.39437148
372,Femenino,31,Metropolitana de Santiago,6,Capital City,Millennial,0.34297347,0.30069375
373,Femenino,27,Metropolitana de Santiago,2,Capital City,Millennial,0.4448692,0.2911959
374,Masculino,27,Biobío,1,Region,Millennial,0.25264952,0.34903055
375,Femenino,24,Metropolitana de Santiago,1,Capital City,Generation Z,0.28631052,0.25279504
376,Femenino,24,Metropolitana de Santiago,9,Capital City,Generation Z,0.64639944,0.44195744
379,Femenino,29,Metropolitana de Santiago,2,Capital City,Millennial,0.34843242,0.32554847
380,Masculino,32,Metropolitana de Santiago,7,Capital City,Millennial,0.91039777,0.32352135
381,Masculino,29,Metropolitana de Santiago,3,Capital City,Millennial,0.5061802,0.24334183
382,Masculino,30,Ñuble,3,Region,Millennial,0.450706,0.28353035
383,Masculino,36,Araucanía,7,Region,Millennial,0.6881367,0.35466492
384,Masculino,36,Metropolitana de Santiago,7,Capital City,Millennial,0.86318743,0.33282468
385,Masculino,35,Metropolitana de Santiago,6,Capital City,Millennial,0.72291046,0.2400325
387,Masculino,40,Metropolitana de Santiago,6,Capital City,Generation X,0.7044974,0.48041034
388,Masculino,44,Metropolitana de Santiago,4,Capital City,Generation X,0.39531738,0.54618126
389,Femenino,40,O'Higgins,10,Region,Generation X,0.68358886,0.21252726
390,Masculino,24,Metropolitana de Santiago,7,Capital City,Generation Z,0.8044132,0.3358574
391,Masculino,40,Metropolitana de Santiago,6,Capital City,Generation X,0.8463305,0.25709835
392,Femenino,41,Metropolitana de Santiago,3,Capital City,Generation X,0.32087687,0.39061537
393,Masculino,40,Metropolitana de Santiago,4,Capital City,Generation X,0.2844654,0.38178024
394,Masculino,36,Metropolitana de Santiago,2,Capital City,Millennial,0.23358653,0.55554
395,Masculino,29,Metropolitana de Santiago,2,Capital City,Millennial,0.26543117,0.28390664
396,Masculino,50,Metropolitana de Santiago,2,Capital City,Generation X,0.5347661,0.29393306
397,Masculino,36,Metropolitana de Santiago,8,Capital City,Millennial,0.79337823,0.58628064
398,Masculino,32,Metropolitana de Santiago,6,Capital City,Millennial,0.46684337,0.6533836
399,Masculino,18,Los Lagos,10,Region,Generation Z,0.5850427,0.52581924
400,Femenino,64,Metropolitana de Santiago,0,Capital City,Baby Boomer,0.26495177,0.25626203
401,Masculino,31,Metropolitana de Santiago,4,Capital City,Millennial,0.355075,0.27078047
402,Masculino,34,Metropolitana de Santiago,10,Capital City,Millennial,0.8165842,0.2860308
403,Masculino,21,Valparaíso,3,Region,Generation Z,0.35593873,0.22941378
404,Masculino,38,Metropolitana de Santiago,4,Capital City,Millennial,0.37632492,0.31276974
405,Masculino,20,Metropolitana de Santiago,1,Capital City,Generation Z,0.31773517,0.26166177
406,Masculino,37,Metropolitana de Santiago,4,Capital City,Millennial,0.34098056,0.24474856
407,Masculino,30,Metropolitana de Santiago,2,Capital City,Millennial,0.6365396,0.34224817
408,Masculino,28,Biobío,3,Region,Millennial,0.32564786,0.5575536
409,Masculino,52,Metropolitana de Santiago,2,Capital City,Baby Boomer,0.20409025,0.41257387
410,Femenino,54,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.59301114,0.31222272
411,Femenino,31,Metropolitana de Santiago,4,Capital City,Millennial,0.40317833,0.34137785
412,Femenino,27,Metropolitana de Santiago,3,Capital City,Millennial,0.51482826,0.26185942
413,Femenino,22,Metropolitana de Santiago,8,Capital City,Generation Z,0.6816124,0.2027367
414,Masculino,23,Metropolitana de Santiago,2,Capital City,Generation Z,0.4821791,0.22570793
415,Femenino,25,Biobío,4,Region,Generation Z,0.4743641,0.27963522
417,Femenino,41,Coquimbo,2,Region,Generation X,0.34071544,0.33689162
418,Masculino,45,Valparaíso,7,Region,Generation X,0.33238283,0.30641976
419,Masculino,25,Antofagasta,6,Region,Generation Z,0.3103927,0.5241957
420,Femenino,58,Metropolitana de Santiago,2,Capital City,Baby Boomer,0.25502318,0.27275053
421,Femenino,50,Valparaíso,2,Region,Generation X,0.33404735,0.2243766
422,Masculino,39,Metropolitana de Santiago,0,Capital City,Generation X,0.25217152,0.3347196
423,Femenino,27,Metropolitana de Santiago,2,Capital City,Millennial,0.2591308,0.26061225
424,Masculino,41,Metropolitana de Santiago,3,Capital City,Generation X,0.4025048,0.33697128
425,Femenino,33,Biobío,3,Region,Millennial,0.40385106,0.29354638
426,Masculino,39,Metropolitana de Santiago,3,Capital City,Generation X,0.32194874,0.31988117
427,Femenino,25,Metropolitana de Santiago,1,Capital City,Generation Z,0.19160092,0.33867353
428,Masculino,50,O'Higgins,8,Region,Generation X,0.40575087,0.27842355
429,Masculino,36,Biobío,3,Region,Millennial,0.4202192,0.42944005
430,Masculino,20,Metropolitana de Santiago,3,Capital City,Generation Z,0.39530432,0.23675084
431,Masculino,36,Metropolitana de Santiago,6,Capital City,Millennial,0.34508654,0.22919162
433,Masculino,22,Metropolitana de Santiago,4,Capital City,Generation Z,0.37542748,0.31347317
434,Masculino,43,Metropolitana de Santiago,0,Capital City,Generation X,0.27643672,0.39765933
435,Masculino,36,Biobío,2,Region,Millennial,0.32023403,0.46653518
436,Masculino,28,Metropolitana de Santiago,4,Capital City,Millennial,0.19287026,0.4237363
437,Masculino,24,Metropolitana de Santiago,4,Capital City,Generation Z,0.37865332,0.31057802
438,Masculino,31,Metropolitana de Santiago,0,Capital City,Millennial,0.43627995,0.26908812
439,Masculino,33,Metropolitana de Santiago,6,Capital City,Millennial,0.86702037,0.377937
440,Masculino,33,Metropolitana de Santiago,6,Capital City,Millennial,0.8338977,0.28444704
441,Masculino,61,Araucanía,2,Region,Baby Boomer,0.53845894,0.2613077
443,Masculino,20,Metropolitana de Santiago,3,Capital City,Generation Z,0.19864622,0.48103192
444,Masculino,31,Biobío,2,Region,Millennial,0.35839736,0.48575163
445,Femenino,45,Metropolitana de Santiago,6,Capital City,Generation X,0.47956064,0.22980176
446,Masculino,23,Metropolitana de Santiago,0,Capital City,Generation Z,0.19090588,0.21912497
447,Masculino,28,Biobío,2,Region,Millennial,0.2678101,0.25631946
448,Masculino,20,Metropolitana de Santiago,1,Capital City,Generation Z,0.1936382,0.29893717
449,Masculino,37,Metropolitana de Santiago,8,Capital City,Millennial,0.86909115,0.5815683
450,Femenino,25,Metropolitana de Santiago,9,Capital City,Generation Z,0.7672961,0.47052345
451,Masculino,27,Biobío,2,Region,Millennial,0.46966147,0.2611657
452,Masculino,36,Los Ríos,6,Region,Millennial,0.7281564,0.29220566
453,Femenino,33,Metropolitana de Santiago,7,Capital City,Millennial,0.6586841,0.4982585
454,Femenino,39,Los Ríos,4,Region,Generation X,0.27263543,0.47102317
455,Masculino,41,Metropolitana de Santiago,3,Capital City,Generation X,0.49124217,0.84407425
456,Femenino,31,Metropolitana de Santiago,3,Capital City,Millennial,0.49465927,0.22865306
457,Masculino,31,Valparaíso,7,Region,Millennial,0.5265854,0.5252521
458,Masculino,36,Araucanía,2,Region,Millennial,0.42389554,0.30772352
459,Masculino,39,Los Ríos,6,Region,Generation X,0.87930983,0.3825259
460,Masculino,38,Metropolitana de Santiago,2,Capital City,Millennial,0.25652882,0.4134968
461,Masculino,29,Antofagasta,6,Region,Millennial,0.41251996,0.6183465
462,Femenino,37,Metropolitana de Santiago,1,Capital City,Millennial,0.31319228,0.28328118
463,Masculino,45,Metropolitana de Santiago,3,Capital City,Generation X,0.26051182,0.23177499
465,Femenino,23,Metropolitana de Santiago,1,Capital City,Generation Z,0.30943713,0.24552916
466,Masculino,23,Biobío,7,Region,Generation Z,0.36166975,0.2664141
467,Masculino,38,Metropolitana de Santiago,8,Capital City,Millennial,0.21159835,0.26627928
468,Masculino,50,Metropolitana de Santiago,2,Capital City,Generation X,0.30369952,0.2646454
469,Femenino,51,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.45061946,0.68282866
470,Masculino,35,Metropolitana de Santiago,4,Capital City,Millennial,0.30265704,0.33356643
471,Masculino,39,Metropolitana de Santiago,4,Capital City,Generation X,0.42646578,0.32674208
472,Masculino,36,Los Ríos,0,Region,Millennial,0.23773566,0.46111968
473,Masculino,43,Metropolitana de Santiago,2,Capital City,Generation X,0.33153376,0.30049998
474,Masculino,34,Metropolitana de Santiago,1,Capital City,Millennial,0.2828785,0.38984713
475,Masculino,28,Metropolitana de Santiago,6,Capital City,Millennial,0.46973047,0.25102937
476,Femenino,30,Metropolitana de Santiago,7,Capital City,Millennial,0.69703394,0.34413087
477,Masculino,37,Metropolitana de Santiago,2,Capital City,Millennial,0.2902152,0.30160806
478,Masculino,25,Metropolitana de Santiago,6,Capital City,Generation Z,0.779917,0.2789101
479,Femenino,40,Valparaíso,7,Region,Generation X,0.32901686,0.5841215
480,Masculino,31,Metropolitana de Santiago,7,Capital City,Millennial,0.7389161,0.29242596
481,Masculino,41,Metropolitana de Santiago,7,Capital City,Generation X,0.8858342,0.29204607
482,Masculino,36,Metropolitana de Santiago,8,Capital City,Millennial,0.8775722,0.32608774
483,Femenino,26,Metropolitana de Santiago,6,Capital City,Millennial,0.51812536,0.39827755
484,Femenino,40,Valparaíso,0,Region,Generation X,0.39022875,0.25090858
485,Masculino,38,Metropolitana de Santiago,4,Capital City,Millennial,0.62551963,0.7175051
486,Masculino,25,Valparaíso,0,Region,Generation Z,0.33666882,0.31608206
487,Femenino,49,Metropolitana de Santiago,2,Capital City,Generation X,0.25542134,0.32984462
488,Masculino,30,Metropolitana de Santiago,4,Capital City,Millennial,0.36601877,0.29161018
489,Femenino,42,Metropolitana de Santiago,2,Capital City,Generation X,0.34501606,0.27034295
490,Masculino,38,Metropolitana de Santiago,2,Capital City,Millennial,0.296138,0.31402063
492,Femenino,27,Biobío,9,Region,Millennial,0.59962827,0.27142817
493,Masculino,47,Metropolitana de Santiago,2,Capital City,Generation X,0.335699,0.47403947
494,Masculino,25,Metropolitana de Santiago,7,Capital City,Generation Z,0.8492853,0.25267234
495,Masculino,34,Metropolitana de Santiago,6,Capital City,Millennial,0.7942566,0.43673044
496,Femenino,22,Metropolitana de Santiago,0,Capital City,Generation Z,0.29127318,0.28368852
497,Femenino,39,Metropolitana de Santiago,7,Capital City,Generation X,0.49196786,0.2772445
498,Femenino,22,Valparaíso,2,Region,Generation Z,0.27449,0.33532223
499,Femenino,35,Metropolitana de Santiago,2,Capital City,Millennial,0.21557006,0.32043093
500,Femenino,28,Aysén,4,Region,Millennial,0.41779608,0.2954346
501,Masculino,29,Metropolitana de Santiago,2,Capital City,Millennial,0.34689158,0.40521333
502,Masculino,37,Metropolitana de Santiago,2,Capital City,Millennial,0.43306652,0.24575119
503,Femenino,42,Coquimbo,3,Region,Generation X,0.5257499,0.3559408
504,Masculino,42,Los Ríos,7,Region,Generation X,0.829474,0.36337078
505,Masculino,58,Metropolitana de Santiago,6,Capital City,Baby Boomer,0.86228406,0.18945816
506,Masculino,29,Araucanía,2,Region,Millennial,0.3227768,0.22048177
507,Femenino,25,O'Higgins,4,Region,Generation Z,0.45921004,0.39804217
508,Masculino,27,Metropolitana de Santiago,3,Capital City,Millennial,0.30661333,0.32814604
509,Masculino,29,Metropolitana de Santiago,2,Capital City,Millennial,0.2974358,0.33098838
510,Masculino,18,Los Lagos,7,Region,Generation Z,0.6866317,0.49347147
511,Masculino,28,Metropolitana de Santiago,2,Capital City,Millennial,0.28768963,0.39630118
512,Femenino,22,Metropolitana de Santiago,2,Capital City,Generation Z,0.18581332,0.37030816
513,Masculino,39,Metropolitana de Santiago,2,Capital City,Generation X,0.25795418,0.26111585
514,Masculino,31,Metropolitana de Santiago,3,Capital City,Millennial,0.436047,0.40924376
515,Masculino,31,Biobío,3,Region,Millennial,0.37447804,0.3695915
516,Masculino,32,Metropolitana de Santiago,2,Capital City,Millennial,0.25562334,0.21656662
517,Femenino,50,Metropolitana de Santiago,3,Capital City,Generation X,0.31262934,0.35529223
518,Masculino,29,Metropolitana de Santiago,8,Capital City,Millennial,0.9027055,0.2977653
519,Masculino,42,Metropolitana de Santiago,2,Capital City,Generation X,0.40112713,0.277561
520,Masculino,45,Metropolitana de Santiago,3,Capital City,Generation X,0.77901584,0.3899278
521,Femenino,29,Valparaíso,3,Region,Millennial,0.22915192,0.3730036
522,Femenino,21,Metropolitana de Santiago,6,Capital City,Generation Z,0.33942866,0.24243131
523,Femenino,45,Maule,2,Region,Generation X,0.3053149,0.27384716
524,Masculino,54,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.43702632,0.22456643
525,Masculino,33,Biobío,6,Region,Millennial,0.7562782,0.40767792
526,Masculino,28,Valparaíso,4,Region,Millennial,0.35136494,0.17499357
527,Masculino,27,Metropolitana de Santiago,2,Capital City,Millennial,0.25954407,0.29593506
528,Femenino,47,Metropolitana de Santiago,4,Capital City,Generation X,0.39400443,0.21854371
529,Femenino,20,Metropolitana de Santiago,6,Capital City,Generation Z,0.6964825,0.28490308
530,Masculino,41,Metropolitana de Santiago,3,Capital City,Generation X,0.4254361,0.39954278
531,Masculino,38,Metropolitana de Santiago,1,Capital City,Millennial,0.44918364,0.43003482
532,Masculino,20,Metropolitana de Santiago,4,Capital City,Generation Z,0.22885926,0.55352455
533,Femenino,31,Metropolitana de Santiago,3,Capital City,Millennial,0.4267124,0.39663866
534,Masculino,26,Metropolitana de Santiago,10,Capital City,Millennial,0.75074005,0.2865139
535,Femenino,33,Maule,6,Region,Millennial,0.56515604,0.32146654
536,Masculino,32,Metropolitana de Santiago,1,Capital City,Millennial,0.613025,0.4509278
537,Masculino,52,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.310135,0.32735348
539,Femenino,23,Metropolitana de Santiago,6,Capital City,Generation Z,0.42591646,0.30561128
540,Femenino,25,Metropolitana de Santiago,7,Capital City,Generation Z,0.35338092,0.3212496
541,Masculino,40,Metropolitana de Santiago,6,Capital City,Generation X,0.7608334,0.3949551
542,Masculino,34,Metropolitana de Santiago,4,Capital City,Millennial,0.2903643,0.3888648
543,Femenino,29,Antofagasta,2,Region,Millennial,0.435453,0.28823233
544,Masculino,29,Metropolitana de Santiago,7,Capital City,Millennial,0.4609051,0.3641121
545,Masculino,46,Los Lagos,8,Region,Generation X,0.7430802,0.20759542
546,Masculino,19,Aysén,2,Region,Generation Z,0.51424056,0.31583354
547,Masculino,37,Metropolitana de Santiago,6,Capital City,Millennial,0.47960207,0.2826233
548,Masculino,39,Metropolitana de Santiago,3,Capital City,Generation X,0.34412724,0.3170257
549,Femenino,35,Metropolitana de Santiago,3,Capital City,Millennial,0.40354526,0.22711232
550,Femenino,24,Los Lagos,3,Region,Generation Z,0.30533457,0.32007763
551,Masculino,31,Valparaíso,2,Region,Millennial,0.27390113,0.42137292
552,Femenino,39,Metropolitana de Santiago,3,Capital City,Generation X,0.3700128,0.2579476
553,Femenino,29,Valparaíso,4,Region,Millennial,0.407066,0.2903192
554,Masculino,39,Metropolitana de Santiago,6,Capital City,Generation X,0.7980611,0.2580104
555,Masculino,25,Biobío,2,Region,Generation Z,0.4121791,0.21695971
556,Masculino,29,Valparaíso,1,Region,Millennial,0.23529498,0.27476496
557,Femenino,35,Biobío,4,Region,Millennial,0.36125427,0.26300147
558,Masculino,33,Biobío,3,Region,Millennial,0.29035574,0.3436223
559,Masculino,33,Metropolitana de Santiago,0,Capital City,Millennial,0.2017268,0.4223759
560,Masculino,31,Metropolitana de Santiago,3,Capital City,Millennial,0.366196,0.3074396
